"Year","Commodity","Supply and disposition","VALUE"
"1960","Asparagus canned","Ending stocks","1.26"
"1960","Beans green and wax fresh","Total supply","24.99"
"1960","Beans green and wax fresh","Production","19.63"
"1960","Beans green and wax fresh","Imports","5.36"
"1960","Beans green and wax fresh","Total disposition","24.99"
"1960","Beans green and wax fresh","Domestic disappearance","6.74"
"1960","Beans green and wax fresh","Manufacturing","17.78"
"1960","Beans green and wax fresh","Waste","0.47"
"1960","Beans green and wax canned","Total supply","44.46"
"1960","Beans green and wax canned","Beginning stocks","20.87"
"1960","Beans green and wax canned","Production","23.44"
"1960","Beans green and wax canned","Imports","0.15"
"1960","Beans green and wax canned","Total disposition","26.37"
"1960","Beans green and wax canned","Domestic disappearance","26.37"
"1960","Beans green and wax canned","Ending stocks","18.09"
"1960","Beans green and wax frozen","Total supply","4.93"
"1960","Beans green and wax frozen","Beginning stocks","2.37"
"1960","Beans green and wax frozen","Production","2.56"
"1960","Beans green and wax frozen","Total disposition","1.86"
"1960","Beans green and wax frozen","Domestic disappearance","1.86"
"1960","Beans green and wax frozen","Ending stocks","3.07"
"1960","Beets fresh","Total supply","22.80"
"1960","Beets fresh","Production","20.95"
"1960","Beets fresh","Imports","1.85"
"1960","Beets fresh","Total disposition","22.80"
"1960","Beets fresh","Domestic disappearance","10.76"
"1960","Beets fresh","Manufacturing","11.19"
"1960","Beets fresh","Waste","0.85"
"1960","Beets canned","Total supply","11.75"
"1960","Beets canned","Beginning stocks","4.49"
"1960","Beets canned","Production","7.26"
"1960","Beets canned","Total disposition","5.28"
"1960","Beets canned","Domestic disappearance","5.28"
"1960","Beets canned","Ending stocks","6.47"
"1960","Broccoli fresh","Total disposition",
"1960","Broccoli frozen","Total disposition",
"1960","Brussels sprouts fresh","Total disposition",
"1960","Brussels sprouts frozen","Total disposition",
"1960","Cabbage fresh","Total supply","93.82"
"1960","Cabbage fresh","Beginning stocks","1.74"
"1960","Cabbage fresh","Production","59.14"
"1960","Cabbage fresh","Imports","32.94"
"1960","Cabbage fresh","Total disposition","92.22"
"1960","Cabbage fresh","Domestic disappearance","78.02"
"1960","Cabbage fresh","Manufacturing","6.86"
"1960","Cabbage fresh","Waste","7.34"
"1960","Cabbage fresh","Ending stocks","1.60"
"1960","Chinese cabbage fresh","Total disposition",
"1960","Carrots fresh","Total supply","180.41"
"1960","Carrots fresh","Beginning stocks","12.79"
"1960","Carrots fresh","Production","128.51"
"1960","Carrots fresh","Imports","39.11"
"1960","Carrots fresh","Total disposition","169.46"
"1960","Carrots fresh","Domestic disappearance","142.96"
"1960","Carrots fresh","Manufacturing","19.92"
"1960","Carrots fresh","Waste","6.58"
"1960","Carrots fresh","Ending stocks","10.95"
"1960","Carrots canned","Total supply","7.48"
"1960","Carrots canned","Beginning stocks","1.72"
"1960","Carrots canned","Production","5.76"
"1960","Carrots canned","Total disposition","4.26"
"1960","Carrots canned","Domestic disappearance","4.26"
"1960","Carrots canned","Ending stocks","3.22"
"1960","Carrots frozen","Total disposition",
"1960","Cauliflower fresh","Total supply","21.01"
"1960","Cauliflower fresh","Production","13.71"
"1960","Cauliflower fresh","Imports","7.30"
"1960","Cauliflower fresh","Total disposition","21.01"
"1960","Cauliflower fresh","Domestic disappearance","17.22"
"1960","Cauliflower fresh","Manufacturing","2.04"
"1960","Cauliflower fresh","Waste","1.75"
"1960","Cauliflower frozen","Total disposition",
"1960","Celery fresh","Total supply","65.75"
"1960","Celery fresh","Beginning stocks","0.65"
"1960","Celery fresh","Production","17.68"
"1960","Celery fresh","Imports","47.42"
"1960","Celery fresh","Total disposition","64.92"
"1960","Celery fresh","Domestic disappearance","57.74"
"1960","Celery fresh","Manufacturing","1.88"
"1960","Celery fresh","Waste","5.30"
"1960","Celery fresh","Ending stocks","0.83"
"1960","Corn fresh","Total supply","150.06"
"1960","Corn fresh","Production","150.06"
"1960","Corn fresh","Total disposition","150.06"
"1960","Corn fresh","Domestic disappearance","25.58"
"1960","Corn fresh","Manufacturing","121.57"
"1960","Corn fresh","Waste","2.91"
"1960","Corn canned","Total supply","75.99"
"1960","Corn canned","Beginning stocks","35.93"
"1960","Corn canned","Production","39.33"
"1960","Corn canned","Imports","0.73"
"1960","Corn canned","Total disposition","40.50"
"1960","Corn canned","Domestic disappearance","39.97"
"1960","Corn canned","Exports","0.53"
"1960","Corn canned","Ending stocks","35.49"
"1960","Corn frozen","Total supply","7.08"
"1960","Corn frozen","Beginning stocks","2.36"
"1960","Corn frozen","Production","4.72"
"1960","Corn frozen","Total disposition","3.43"
"1960","Corn frozen","Domestic disappearance","3.43"
"1960","Corn frozen","Ending stocks","3.65"
"1960","Cucumbers fresh","Total supply","40.16"
"1960","Cucumbers fresh","Production","27.40"
"1960","Cucumbers fresh","Imports","12.76"
"1960","Cucumbers fresh","Total disposition","40.16"
"1960","Cucumbers fresh","Domestic disappearance","27.86"
"1960","Cucumbers fresh","Manufacturing","9.14"
"1960","Cucumbers fresh","Waste","3.16"
"1960","Other edible roots fresh","Total disposition",
"1960","Eggplants fresh","Total disposition",
"1960","Garlic fresh","Total disposition",
"1960","Kohlrabi fresh","Total disposition",
"1960","Leeks fresh","Total disposition",
"1960","Other leguminous vegetables fresh","Total disposition",
"1960","Lettuce fresh","Total supply","101.21"
"1960","Lettuce fresh","Production","30.60"
"1960","Lettuce fresh","Imports","70.61"
"1960","Lettuce fresh","Total disposition","101.21"
"1960","Lettuce fresh","Domestic disappearance","92.91"
"1960","Lettuce fresh","Waste","8.30"
"1960","Lima beans frozen","Beginning stocks","0.72"
"1960","Lima beans frozen","Total disposition",
"1960","Lima beans frozen","Ending stocks","0.73"
"1960","Manioc fresh","Total disposition",
"1960","Mushrooms fresh","Imports","0.43"
"1960","Mushrooms fresh","Manufacturing","2.93"
"1960","Mushrooms canned","Total supply","2.61"
"1960","Mushrooms canned","Production","2.48"
"1960","Mushrooms canned","Imports","0.13"
"1960","Mushrooms canned","Total disposition","2.61"
"1960","Mushrooms canned","Domestic disappearance","2.61"
"1960","Okra fresh","Total disposition",
"1960","Olives fresh","Total disposition",
"1960","Onions and shallots fresh","Total supply","134.10"
"1960","Onions and shallots fresh","Beginning stocks","23.04"
"1960","Onions and shallots fresh","Production","79.13"
"1960","Onions and shallots fresh","Imports","31.93"
"1960","Onions and shallots fresh","Total disposition","102.17"
"1960","Onions and shallots fresh","Domestic disappearance","90.70"
"1960","Onions and shallots fresh","Exports","1.54"
"1960","Onions and shallots fresh","Manufacturing","2.47"
"1960","Onions and shallots fresh","Waste","7.46"
"1960","Onions and shallots fresh","Ending stocks","31.93"
"1960","Parsley fresh","Total disposition",
"1960","Parsnips fresh","Total supply","5.47"
"1960","Parsnips fresh","Production","5.47"
"1960","Parsnips fresh","Total disposition","5.47"
"1960","Parsnips fresh","Domestic disappearance","4.87"
"1960","Parsnips fresh","Waste","0.60"
"1960","Peas fresh","Total supply","46.81"
"1960","Peas fresh","Production","45.71"
"1960","Peas fresh","Imports","1.10"
"1960","Peas fresh","Total disposition","46.81"
"1960","Peas fresh","Domestic disappearance","1.06"
"1960","Peas fresh","Manufacturing","45.69"
"1960","Peas fresh","Waste","0.06"
"1960","Peas canned","Total supply","80.88"
"1960","Peas canned","Beginning stocks","32.26"
"1960","Peas canned","Production","48.34"
"1960","Peas canned","Imports","0.28"
"1960","Peas canned","Total disposition","50.15"
"1960","Peas canned","Domestic disappearance","49.45"
"1960","Peas canned","Exports","0.70"
"1960","Peas canned","Ending stocks","30.73"
"1960","Peas frozen","Total supply","24.12"
"1960","Peas frozen","Beginning stocks","9.30"
"1960","Peas frozen","Production","14.82"
"1960","Peas frozen","Total disposition","14.71"
"1960","Peas frozen","Domestic disappearance","14.71"
"1960","Peas frozen","Ending stocks","9.41"
"1960","Peppers fresh","Total supply","2.53"
"1960","Peppers fresh","Production","2.53"
"1960","Peppers fresh","Total disposition","2.53"
"1960","Peppers fresh","Domestic disappearance","2.08"
"1960","Peppers fresh","Manufacturing","0.26"
"1960","Peppers fresh","Waste","0.19"
"1960","Potatoes sweet fresh","Total supply","4.41"
"1960","Potatoes sweet fresh","Imports","4.41"
"1960","Potatoes sweet fresh","Total disposition","4.41"
"1960","Potatoes sweet fresh","Domestic disappearance","4.23"
"1960","Potatoes sweet fresh","Waste","0.18"
"1960","Potatoes chips","Total disposition","0.00"
"1960","Potatoes frozen","Total disposition","0.00"
"1960","Potatoes other processed","Total disposition","0.00"
"1960","Potatoes total processed","Total disposition","0.00"
"1960","Potatoes white fresh and processed","Total supply","2652.52"
"1960","Potatoes white fresh and processed","Beginning stocks","546.85"
"1960","Potatoes white fresh and processed","Production","1936.66"
"1960","Potatoes white fresh and processed","Imports","169.01"
"1960","Potatoes white fresh and processed","Total disposition","1326.00"
"1960","Potatoes white fresh and processed","Domestic disappearance","1326.52"
"1960","Potatoes white fresh and processed","Exports","30.94"
"1960","Potatoes white fresh and processed","Manufacturing","277.33"
"1960","Potatoes white fresh and processed","Waste","387.33"
"1960","Potatoes white fresh and processed","Ending stocks","630.40"
"1960","Potatoes white fresh","Total disposition","0.00"
"1960","Pumpkins and squash fresh","Total disposition",
"1960","Radishes fresh","Total supply","4.07"
"1960","Radishes fresh","Production","4.07"
"1960","Radishes fresh","Total disposition","4.07"
"1960","Radishes fresh","Domestic disappearance","3.62"
"1960","Radishes fresh","Waste","0.45"
"1960","Rappini fresh","Total disposition",
"1960","Rutabagas and turnip fresh","Total supply","100.80"
"1960","Rutabagas and turnip fresh","Production","100.80"
"1960","Rutabagas and turnip fresh","Total disposition","100.80"
"1960","Rutabagas and turnip fresh","Domestic disappearance","51.14"
"1960","Rutabagas and turnip fresh","Exports","42.42"
"1960","Rutabagas and turnip fresh","Manufacturing","0.27"
"1960","Rutabagas and turnip fresh","Waste","6.97"
"1960","Spinach fresh","Total supply","9.53"
"1960","Spinach fresh","Production","5.66"
"1960","Spinach fresh","Imports","3.87"
"1960","Spinach fresh","Total disposition","9.53"
"1960","Spinach fresh","Domestic disappearance","7.15"
"1960","Spinach fresh","Manufacturing","1.40"
"1960","Spinach fresh","Waste","0.98"
"1960","Spinach frozen","Total disposition",
"1960","Tomatoes fresh","Total supply","468.87"
"1960","Tomatoes fresh","Production","398.16"
"1960","Tomatoes fresh","Imports","70.71"
"1960","Tomatoes fresh","Total disposition","468.87"
"1960","Tomatoes fresh","Domestic disappearance","115.21"
"1960","Tomatoes fresh","Manufacturing","331.71"
"1960","Tomatoes fresh","Waste","21.95"
"1960","Tomatoes canned","Total supply","86.58"
"1960","Tomatoes canned","Beginning stocks","23.51"
"1960","Tomatoes canned","Production","52.58"
"1960","Tomatoes canned","Imports","10.49"
"1960","Tomatoes canned","Total disposition","47.17"
"1960","Tomatoes canned","Domestic disappearance","47.17"
"1960","Tomatoes canned","Ending stocks","39.41"
"1960","Tomato juice","Total supply","151.48"
"1960","Tomato juice","Beginning stocks","63.21"
"1960","Tomato juice","Production","82.76"
"1960","Tomato juice","Imports","5.51"
"1960","Tomato juice","Total disposition","71.37"
"1960","Tomato juice","Domestic disappearance","80.11"
"1960","Tomato juice","Exports","2.32"
"1960","Tomato juice","Ending stocks","69.05"
"1960","Tomatoes, pulp, paste and puree","Total supply","16.65"
"1960","Tomatoes, pulp, paste and puree","Beginning stocks","4.01"
"1960","Tomatoes, pulp, paste and puree","Production","3.25"
"1960","Tomatoes, pulp, paste and puree","Imports","9.39"
"1960","Tomatoes, pulp, paste and puree","Total disposition","12.83"
"1960","Tomatoes, pulp, paste and puree","Domestic disappearance","12.83"
"1960","Tomatoes, pulp, paste and puree","Ending stocks","3.82"
"1960","Vegetables not specified fresh","Total supply",
"1960","Vegetables not specified fresh","Production","0.57"
"1960","Vegetables not specified fresh","Total disposition",
"1960","Vegetables not specified fresh","Domestic disappearance",
"1960","Vegetables not specified canned","Total supply","36.92"
"1960","Vegetables not specified canned","Beginning stocks","13.05"
"1960","Vegetables not specified canned","Production","13.99"
"1960","Vegetables not specified canned","Imports","9.88"
"1960","Vegetables not specified canned","Total disposition","19.81"
"1960","Vegetables not specified canned","Domestic disappearance","18.70"
"1960","Vegetables not specified canned","Exports","1.11"
"1960","Vegetables not specified canned","Ending stocks","17.11"
"1960","Vegetables not specified frozen","Total supply","15.98"
"1960","Vegetables not specified frozen","Beginning stocks","4.69"
"1960","Vegetables not specified frozen","Production","3.55"
"1960","Vegetables not specified frozen","Imports","7.74"
"1960","Vegetables not specified frozen","Total disposition","10.43"
"1960","Vegetables not specified frozen","Domestic disappearance","8.49"
"1960","Vegetables not specified frozen","Exports","1.94"
"1960","Vegetables not specified frozen","Ending stocks","5.55"
"1960","Fresh and frozen sea fish","Total disposition",
"1960","Processed sea fish","Total disposition",
"1960","Total shellfish","Total disposition",
"1960","Freshwater fish","Total disposition",
"1961","Wheat flour","Total supply","1850.07"
"1961","Wheat flour","Beginning stocks","92.07"
"1961","Wheat flour","Production","1757.91"
"1961","Wheat flour","Imports","0.09"
"1961","Wheat flour","Total disposition","1759.48"
"1961","Wheat flour","Domestic disappearance","1013.04"
"1961","Wheat flour","Exports","682.69"
"1961","Wheat flour","Manufacturing","43.07"
"1961","Wheat flour","Waste","20.67"
"1961","Wheat flour","Ending stocks","90.59"
"1961","Rye flour","Total supply","8.00"
"1961","Rye flour","Beginning stocks","0.24"
"1961","Rye flour","Production","7.40"
"1961","Rye flour","Imports","0.36"
"1961","Rye flour","Total disposition","7.81"
"1961","Rye flour","Domestic disappearance","7.62"
"1961","Rye flour","Exports","0.03"
"1961","Rye flour","Waste","0.16"
"1961","Rye flour","Ending stocks","0.19"
"1961","Oatmeal and rolled oats","Total supply","47.00"
"1961","Oatmeal and rolled oats","Beginning stocks","1.55"
"1961","Oatmeal and rolled oats","Production","45.45"
"1961","Oatmeal and rolled oats","Total disposition","44.98"
